url	Title	Price	City	State
https://northmiss.craigslist.org/cto/d/2008-nissan-altima-25-sl-with/6483113227.html	*2008 nissan ALTIMA 2.5 SL with 62k / full load	$6500	 memphis	
https://northmiss.craigslist.org/cto/d/2013-volkswagen-beetle-turbo/6473970714.html	2013 Volkswagen Beetle Turbo	$9500	 Independence	
https://northmiss.craigslist.org/cto/d/2013-dodge-grand-caravan-sxt/6473928699.html	2013 Dodge Grand Caravan SXT	$7500	 Independence	
https://northmiss.craigslist.org/cto/d/2006-ford-f250-sd-crew-cab/6468687679.html	2006 Ford F250 SD Crew Cab	$8500	 Independence	
https://northmiss.craigslist.org/cto/d/2012-chevrolet-impala-ls/6464153028.html	2012 Chevrolet Impala LS	$6900	 Independence	
https://northmiss.craigslist.org/cto/d/2009-bmw-750li/6483104574.html	2009 BMW 750Li	$19500	 Horn Lake	
https://northmiss.craigslist.org/cto/d/2003-ford-f150-xlt-4door/6466518770.html	2003 Ford F150 XLT 4door	$4800	 Independence	
https://northmiss.craigslist.org/cto/d/2010-chevrolet-malibu-lt/6464131447.html	2010 Chevrolet Malibu LT	$4700	 Independence	
https://northmiss.craigslist.org/cto/d/2003-ford-explorer-eddie-bauer/6469091532.html	2003 Ford Explorer Eddie Bauer	$4800	 Independence	
https://northmiss.craigslist.org/cto/d/2012-volkswagen-passat/6469213561.html	2012 Volkswagen Passat S	$7500	 Independence	
https://northmiss.craigslist.org/cto/d/2008-mazda-tribute/6470137195.html	2008 Mazda Tribute	$6500	 Independence	
https://northmiss.craigslist.org/cto/d/2010-dodge-ram-1500/6470301030.html	2010 Dodge Ram 1500	$13900	 Independence	
https://northmiss.craigslist.org/cto/d/2010-ford-150-xl/6470446534.html	2010 Ford F-150 XL	$7900	 Independence	
https://northmiss.craigslist.org/cto/d/2014-dodge-ram-v/6472785634.html	2014 Dodge Ram C/V	$6900	 Independence	
https://northmiss.craigslist.org/cto/d/2014-volkswagen-jetta-se/6464120437.html	2014 Volkswagen Jetta SE	$7900	 Independence	
https://northmiss.craigslist.org/cto/d/2006-pt-curiser/6482747022.html	2006 PT Curiser	$3000		
https://northmiss.craigslist.org/cto/d/honda-pilot-exlml/6483097905.html	Honda Pilot EXL 93,000 ml	$1500		
https://northmiss.craigslist.org/cto/d/2008-chevy-equinox-obo/6482793361.html	2008 Chevy Equinox  OBO	$5000		
https://northmiss.craigslist.org/ctd/d/2014-jeep-wrangler-sarah/6483093625.html	2014 JEEP WRANGLER SARAH	$25900		
https://northmiss.craigslist.org/cto/d/toyota-camry-2014-sport/6483086517.html	Toyota Camry 2014 sport	$17500	 Oxford	
https://northmiss.craigslist.org/cto/d/cargo-work-van/6480418305.html	Cargo work van...👍👍🗣️👏🙌	$12345		
https://northmiss.craigslist.org/cto/d/05-honda-odyssey-excellent/6480624302.html	05 Honda Odyssey excellent conditions only 134,000 miles	$4900	 Tupelo	
https://northmiss.craigslist.org/cto/d/2002-toyota-4runner-2500/6464516186.html	* * * * 2002 TOYOTA 4RUNNER  $2500 * * * *	$2500	 Senatobia	 MS
https://northmiss.craigslist.org/cto/d/06-bmw-x3-in-excellent/6480623174.html	06 BMW X3 in excellent conditions only 137,000 miles	$4900	 Tupelo	
https://northmiss.craigslist.org/cto/d/07-suzuki-xl7-in-excellent/6480621290.html	07 Suzuki XL7 in excellent conditions	$4700	 Tupelo	
https://northmiss.craigslist.org/cto/d/1976-chevyb-bal-bl-printed/6465493868.html	1976 CHEVY C-10  496 B/B BAL/BL-PRINTED SALE/TRADE	$8900	 W/Tenn	
https://northmiss.craigslist.org/ctd/d/2009-toyota-tundra/6483078847.html	2009 TOYOTA TUNDRA	$18900		
https://northmiss.craigslist.org/ctd/d/2005-toyota-tacoma-4wd-ext/6483073097.html	2005 Toyota Tacoma 4WD Ext Cab V-6 Manual Silver	$8900	 West Point MS	
https://northmiss.craigslist.org/cto/d/2010chevrolet-impala-lt-114k/6453264244.html	*2010Chevrolet Impala  LT /114k	$4700	 memphis	
https://northmiss.craigslist.org/cto/d/2012-nissan-murano-awd-camera/6479266292.html	#2012 nissan MURANO AWD/CAMERA BACK UP /84K	$10999	 memphis	
https://northmiss.craigslist.org/cto/d/2006-izuz-diesel-truck/6470236687.html	2006 IZUZ diesel truck	$11000		
https://northmiss.craigslist.org/cto/d/2011-nissan-titan-4x4/6479446674.html	2011 Nissan Titan 4x4	$13200		
https://northmiss.craigslist.org/cto/d/2006-gmc-2500hd-4x4/6470253219.html	2006 GMC 2500hd 4x4	$9500		
https://northmiss.craigslist.org/ctd/d/2017-gmc-sierra-2500hd-gray/6483062923.html	2017 GMC Sierra 2500HD Gray ****SPECIAL PRICING!**			
https://northmiss.craigslist.org/ctd/d/2009-honda-odyssey/6483061754.html	2009 Honda Odyssey	$6500	 527 west madison houston ms	
https://northmiss.craigslist.org/ctd/d/2015-ford-250-super-duty/6483058630.html	2015 Ford F-250 Super Duty White *BUY IT TODAY*			
https://northmiss.craigslist.org/cto/d/2000-silverado-z71/6477237397.html	2000 Silverado z71	$7500		
